flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,delay_reason,distance,weather_condition,day_of_week,month,is_delayed
WN6171,WN,LAX,DAD,2025-07-30 08:59:00,2025-07-30 08:59:00,2025-07-31 17:45:00,2025-07-31 17:50:00,0,,15684.6,Clear,2,7,0
WN7266,WN,ATL,SFO,2025-10-27 08:12:00,2025-10-27 11:20:00,2025-10-27 13:37:00,2025-10-27 16:43:00,188,Late Aircraft,2633.0,Snow,0,10,1
DL7269,DL,SGN,DAD,2025-03-01 07:49:00,2025-03-01 08:24:00,2025-03-01 08:49:00,2025-03-01 09:22:00,35,Weather,376.0,Clear,5,3,1
WN6199,WN,ORD,LAX,2025-04-29 06:41:00,2025-04-29 06:49:00,2025-04-29 11:06:00,2025-04-29 11:18:00,8,,2176.3,Clear,1,4,0
VJ8131,VJ,DEN,DFW,2025-11-30 08:59:00,2025-11-30 09:25:00,2025-11-30 10:21:00,2025-11-30 10:48:00,26,Weather,712.6,Fog,6,11,1
WN2802,WN,MIA,BOS,2025-07-15 12:09:00,2025-07-15 12:10:00,2025-07-15 14:42:00,2025-07-15 14:43:00,1,,1310.3,Clear,1,7,0
B69625,B6,HAN,DAD,2025-02-05 11:46:00,2025-02-05 12:01:00,2025-02-05 12:46:00,2025-02-05 12:58:00,15,National Aviation System,393.5,Cloudy,2,2,1
DL9969,DL,BOS,DFW,2025-09-25 19:04:00,2025-09-25 19:07:00,2025-09-25 23:03:00,2025-09-25 23:02:00,3,,1911.2,Clear,3,9,0
AS8641,AS,SFO,DEN,2025-10-06 16:36:00,2025-10-06 17:14:00,2025-10-06 19:16:00,2025-10-06 19:58:00,38,Weather,1231.4,Fog,0,10,1
UA1992,UA,SEA,BOS,2025-04-23 10:04:00,2025-04-23 10:04:00,2025-04-23 17:31:00,2025-04-23 17:27:00,0,,3557.0,Snow,2,4,0
F93735,F9,SFO,DAD,2025-07-04 12:10:00,2025-07-04 12:16:00,2025-07-05 21:21:00,2025-07-05 21:22:00,6,,15979.4,Clear,4,7,0
DL5411,DL,DEN,LAX,2025-08-09 16:31:00,2025-08-09 18:28:00,2025-08-09 18:29:00,2025-08-09 20:28:00,117,Carrier Delay,1031.8,Rain,5,8,1
WN3693,WN,DEN,HAN,2025-01-19 09:00:00,2025-01-19 09:05:00,2025-01-20 15:19:00,2025-01-20 15:19:00,5,,14580.0,Snow,6,1,0
B61487,B6,MIA,HAN,2025-07-12 16:17:00,2025-07-12 16:19:00,2025-07-13 18:59:00,2025-07-13 19:02:00,2,,12844.4,Clear,5,7,0
VN7341,VN,LAX,SFO,2025-01-23 18:31:00,2025-01-23 19:06:00,2025-01-23 19:31:00,2025-01-23 20:09:00,35,Late Aircraft,373.5,Cloudy,3,1,1
VN3654,VN,DEN,DAD,2025-07-31 19:14:00,2025-07-31 19:18:00,2025-08-02 02:10:00,2025-08-02 02:10:00,4,,14779.9,Clear,3,7,0
NK1439,NK,MIA,BOS,2025-05-21 17:51:00,2025-05-21 17:51:00,2025-05-21 20:44:00,2025-05-21 20:41:00,0,,1310.3,Cloudy,2,5,0
F95826,F9,DFW,HAN,2025-12-01 12:03:00,2025-12-01 12:22:00,2025-12-02 17:10:00,2025-12-02 17:31:00,19,Security,14019.6,Snow,0,12,1
DL4424,DL,ORD,DFW,2025-01-25 05:26:00,2025-01-25 06:19:00,2025-01-25 07:10:00,2025-01-25 08:04:00,53,Late Aircraft,888.4,Fog,5,1,1
AA6395,AA,SFO,DFW,2025-02-06 16:58:00,2025-02-06 16:58:00,2025-02-06 20:49:00,2025-02-06 20:50:00,0,,1778.5,Rain,3,2,0
F99957,F9,BOS,JFK,2025-01-02 19:57:00,2025-01-02 19:57:00,2025-01-02 20:57:00,2025-01-02 20:59:00,0,,225.0,Cloudy,3,1,0
NK7692,NK,MIA,SGN,2025-09-02 15:28:00,2025-09-02 15:29:00,2025-09-03 18:15:00,2025-09-03 18:15:00,1,,12940.1,Clear,1,9,0
WN5845,WN,LAX,BOS,2025-08-02 15:17:00,2025-08-02 15:19:00,2025-08-02 22:02:00,2025-08-02 22:01:00,2,,3321.7,Clear,5,8,0
F95475,F9,ORD,ATL,2025-01-22 23:19:00,2025-01-22 23:52:00,2025-01-23 00:41:00,2025-01-23 01:09:00,33,Weather,623.1,Snow,2,1,1
DL4992,DL,LAX,ATL,2025-06-19 20:29:00,2025-06-19 20:29:00,2025-06-20 01:23:00,2025-06-20 01:24:00,0,,2344.7,Clear,3,6,0
B62183,B6,ATL,ORD,2025-12-10 18:37:00,2025-12-10 18:42:00,2025-12-10 20:01:00,2025-12-10 20:04:00,5,,623.1,Cloudy,2,12,0
B62329,B6,DFW,DAD,2025-05-28 21:49:00,2025-05-29 01:58:00,2025-05-30 03:33:00,2025-05-30 07:37:00,249,National Aviation System,14209.2,Snow,2,5,1
DL1867,DL,SFO,HAN,2025-05-17 05:02:00,2025-05-17 05:04:00,2025-05-18 13:56:00,2025-05-18 14:03:00,2,,15785.4,Clear,5,5,0
NK6796,NK,ATL,ORD,2025-11-03 13:53:00,2025-11-03 13:53:00,2025-11-03 15:20:00,2025-11-03 15:25:00,0,,623.1,Clear,0,11,0
F96336,F9,DFW,SFO,2025-12-11 18:03:00,2025-12-11 18:40:00,2025-12-11 21:46:00,2025-12-11 22:26:00,37,Carrier Delay,1778.5,Cloudy,3,12,1
B63420,B6,SFO,ORD,2025-09-03 18:50:00,2025-09-03 19:38:00,2025-09-03 23:57:00,2025-09-04 00:40:00,48,Weather,2397.4,Rain,2,9,1
AA5849,AA,ATL,DFW,2025-03-21 08:47:00,2025-03-21 08:48:00,2025-03-21 10:34:00,2025-03-21 10:36:00,1,,871.8,Clear,4,3,0
AS3493,AS,BOS,SGN,2025-08-06 17:00:00,2025-08-06 17:25:00,2025-08-07 18:59:00,2025-08-07 19:20:00,25,Security,12450.4,Clear,2,8,1
VJ7910,VJ,SGN,DFW,2025-05-07 15:39:00,2025-05-07 15:47:00,2025-05-08 21:12:00,2025-05-08 21:24:00,8,,14137.1,Cloudy,2,5,0
WN9764,WN,DFW,BOS,2025-04-28 16:39:00,2025-04-28 18:05:00,2025-04-28 20:32:00,2025-04-28 22:01:00,86,Weather,1911.2,Snow,0,4,1
DL211,DL,JFK,ATL,2025-01-13 05:23:00,2025-01-13 05:39:00,2025-01-13 07:21:00,2025-01-13 07:39:00,16,Weather,879.4,Rain,0,1,1
VN1766,VN,DAD,BOS,2025-10-27 08:13:00,2025-10-27 08:13:00,2025-10-28 10:18:00,2025-10-28 10:20:00,0,,12498.1,Cloudy,0,10,0
WN5692,WN,JFK,MIA,2025-12-24 05:53:00,2025-12-24 05:53:00,2025-12-24 08:19:00,2025-12-24 08:18:00,0,,1118.5,Clear,2,12,0
AA6324,AA,SFO,JFK,2025-10-10 07:57:00,2025-10-10 07:57:00,2025-10-10 15:05:00,2025-10-10 15:03:00,0,,3359.9,Snow,4,10,0
B6538,B6,ATL,BOS,2025-04-17 17:53:00,2025-04-17 18:21:00,2025-04-17 20:19:00,2025-04-17 20:50:00,28,Security,1104.4,Rain,3,4,1
AA491,AA,HAN,DEN,2025-06-02 21:50:00,2025-06-02 21:50:00,2025-06-04 04:05:00,2025-06-04 04:09:00,0,,14580.0,Cloudy,0,6,0
F98158,F9,ATL,HAN,2025-08-07 15:07:00,2025-08-07 15:07:00,2025-08-08 18:33:00,2025-08-08 18:35:00,0,,13154.1,Clear,3,8,0
F97618,F9,DFW,ORD,2025-10-28 22:17:00,2025-10-28 22:40:00,2025-10-29 00:07:00,2025-10-29 00:27:00,23,National Aviation System,888.4,Clear,1,10,1
WN2059,WN,DFW,ORD,2025-10-14 20:02:00,2025-10-14 20:02:00,2025-10-14 21:46:00,2025-10-14 21:49:00,0,,888.4,Rain,1,10,0
AS2278,AS,SEA,DAD,2025-10-03 22:41:00,2025-10-03 22:48:00,2025-10-05 08:04:00,2025-10-05 08:11:00,7,,16052.0,Fog,4,10,0
UA4956,UA,DFW,HAN,2025-04-14 05:42:00,2025-04-14 05:51:00,2025-04-15 10:57:00,2025-04-15 11:05:00,9,,14019.6,Cloudy,0,4,0
B64931,B6,ATL,SGN,2025-09-16 16:41:00,2025-09-16 16:41:00,2025-09-17 20:15:00,2025-09-17 20:15:00,0,,13278.2,Clear,1,9,0
B69110,B6,DEN,ORD,2025-02-13 22:05:00,2025-02-14 00:06:00,2025-02-14 00:22:00,2025-02-14 02:21:00,121,Security,1166.1,Rain,3,2,1
AA9816,AA,DFW,MIA,2025-07-21 13:49:00,2025-07-21 13:50:00,2025-07-21 16:21:00,2025-07-21 16:19:00,1,,1255.6,Clear,0,7,0
UA4913,UA,ORD,SGN,2025-10-04 08:07:00,2025-10-04 08:07:00,2025-10-05 12:21:00,2025-10-05 12:20:00,0,,13595.6,Clear,5,10,0
VN1712,VN,LAX,DFW,2025-01-06 19:33:00,2025-01-06 19:49:00,2025-01-06 22:35:00,2025-01-06 22:49:00,16,Security,1476.1,Cloudy,0,1,1
DL6410,DL,DEN,ORD,2025-05-31 19:55:00,2025-05-31 19:55:00,2025-05-31 22:19:00,2025-05-31 22:22:00,0,,1166.1,Clear,5,5,0
VJ901,VJ,MIA,DEN,2025-12-09 14:02:00,2025-12-09 14:02:00,2025-12-09 18:03:00,2025-12-09 17:59:00,0,,1942.3,Clear,1,12,0
DL7338,DL,BOS,HAN,2025-03-14 22:59:00,2025-03-14 22:59:00,2025-03-16 00:43:00,2025-03-16 00:39:00,0,,12287.3,Fog,4,3,0
WN3246,WN,LAX,DAD,2025-05-16 09:39:00,2025-05-16 09:39:00,2025-05-17 18:22:00,2025-05-17 18:20:00,0,,15684.6,Cloudy,4,5,0
B61043,B6,DAD,MIA,2025-12-04 23:01:00,2025-12-04 23:01:00,2025-12-06 02:04:00,2025-12-06 02:03:00,0,,13023.0,Clear,3,12,0
AA3350,AA,DFW,SGN,2025-08-28 06:48:00,2025-08-28 06:48:00,2025-08-29 12:23:00,2025-08-29 12:19:00,0,,14137.1,Rain,3,8,0
F92440,F9,DEN,ATL,2025-04-24 05:45:00,2025-04-24 05:51:00,2025-04-24 08:43:00,2025-04-24 08:44:00,6,,1461.3,Clear,3,4,0
B69199,B6,DFW,DAD,2025-02-05 19:16:00,2025-02-05 19:22:00,2025-02-07 01:00:00,2025-02-07 01:08:00,6,,14209.2,Clear,2,2,0
AA8081,AA,LAX,DFW,2025-11-20 13:53:00,2025-11-20 13:53:00,2025-11-20 17:04:00,2025-11-20 17:09:00,0,,1476.1,Clear,3,11,0
AS2026,AS,ORD,JFK,2025-05-28 21:34:00,2025-05-28 21:37:00,2025-05-28 23:45:00,2025-05-28 23:45:00,3,,979.2,Clear,2,5,0
UA5985,UA,SFO,DEN,2025-12-04 12:56:00,2025-12-04 12:56:00,2025-12-04 15:20:00,2025-12-04 15:15:00,0,,1231.4,Cloudy,3,12,0
UA2828,UA,SGN,SEA,2025-03-12 11:37:00,2025-03-12 11:37:00,2025-03-13 21:05:00,2025-03-13 21:08:00,0,,15999.2,Snow,2,3,0
VN4607,VN,DFW,SFO,2025-04-05 18:15:00,2025-04-05 18:19:00,2025-04-05 21:55:00,2025-04-05 21:55:00,4,,1778.5,Clear,5,4,0
UA8011,UA,DEN,SEA,2025-02-08 06:15:00,2025-02-08 06:15:00,2025-02-08 08:51:00,2025-02-08 08:54:00,0,,1324.8,Clear,5,2,0
DL4380,DL,SEA,DAD,2025-10-16 22:18:00,2025-10-16 22:18:00,2025-10-18 07:35:00,2025-10-18 07:36:00,0,,16052.0,Cloudy,3,10,0
WN9788,WN,LAX,JFK,2025-05-15 17:04:00,2025-05-15 18:08:00,2025-05-15 23:31:00,2025-05-16 00:38:00,64,Carrier Delay,3114.0,Rain,3,5,1
WN1356,WN,JFK,ORD,2025-08-14 16:08:00,2025-08-14 16:35:00,2025-08-14 18:00:00,2025-08-14 18:28:00,27,Air Traffic Control,979.2,Fog,3,8,1
VJ6239,VJ,JFK,HAN,2025-12-14 17:30:00,2025-12-14 18:06:00,2025-12-15 19:25:00,2025-12-15 20:06:00,36,Late Aircraft,12463.6,Fog,6,12,1
B66369,B6,JFK,BOS,2025-07-20 14:18:00,2025-07-20 14:18:00,2025-07-20 15:18:00,2025-07-20 15:17:00,0,,225.0,Rain,6,7,0
B68476,B6,MIA,HAN,2025-02-04 19:05:00,2025-02-04 19:06:00,2025-02-05 21:57:00,2025-02-05 21:58:00,1,,12844.4,Clear,1,2,0
B63587,B6,HAN,BOS,2025-05-05 19:37:00,2025-05-05 19:42:00,2025-05-06 21:12:00,2025-05-06 21:15:00,5,,12287.3,Cloudy,0,5,0
F99225,F9,ORD,ATL,2025-02-25 05:16:00,2025-02-25 05:16:00,2025-02-25 06:40:00,2025-02-25 06:40:00,0,,623.1,Clear,1,2,0
VJ259,VJ,HAN,SEA,2025-11-21 18:21:00,2025-11-21 18:30:00,2025-11-23 03:22:00,2025-11-23 03:35:00,9,,15843.7,Clear,4,11,0
DL7285,DL,SGN,LAX,2025-02-20 22:21:00,2025-02-20 22:37:00,2025-02-22 06:42:00,2025-02-22 06:53:00,16,Carrier Delay,15610.9,Fog,3,2,1
DL6090,DL,SEA,ATL,2025-11-30 07:59:00,2025-11-30 08:07:00,2025-11-30 13:40:00,2025-11-30 13:47:00,8,,2782.1,Cloudy,6,11,0
WN748,WN,HAN,DAD,2025-06-03 10:19:00,2025-06-03 10:19:00,2025-06-03 11:19:00,2025-06-03 11:21:00,0,,393.5,Clear,1,6,0
F91576,F9,DAD,BOS,2025-05-14 16:15:00,2025-05-14 17:26:00,2025-05-15 18:14:00,2025-05-15 19:20:00,71,Weather,12498.1,Snow,2,5,1
VJ1508,VJ,DEN,LAX,2025-02-27 14:20:00,2025-02-27 14:26:00,2025-02-27 16:38:00,2025-02-27 16:42:00,6,,1031.8,Rain,3,2,0
WN7284,WN,BOS,LAX,2025-03-20 21:05:00,2025-03-20 21:05:00,2025-03-21 03:56:00,2025-03-21 03:56:00,0,,3321.7,Rain,3,3,0
AA652,AA,BOS,LAX,2025-01-04 19:04:00,2025-01-04 20:46:00,2025-01-05 01:49:00,2025-01-05 03:27:00,102,Weather,3321.7,Clear,5,1,1
B67792,B6,MIA,BOS,2025-05-10 21:02:00,2025-05-10 21:04:00,2025-05-10 23:52:00,2025-05-10 23:50:00,2,,1310.3,Snow,5,5,0
WN9302,WN,JFK,HAN,2025-04-25 09:16:00,2025-04-25 09:46:00,2025-04-26 11:21:00,2025-04-26 11:46:00,30,Air Traffic Control,12463.6,Clear,4,4,1
VN8378,VN,SEA,MIA,2025-10-13 16:58:00,2025-10-13 17:01:00,2025-10-13 23:37:00,2025-10-13 23:44:00,3,,3261.8,Rain,0,10,0
VN6957,VN,SFO,SGN,2025-01-09 20:09:00,2025-01-09 20:09:00,2025-01-11 05:20:00,2025-01-11 05:20:00,0,,15911.0,Clear,3,1,0
DL2174,DL,DFW,HAN,2025-07-30 14:17:00,2025-07-30 15:43:00,2025-07-31 19:38:00,2025-07-31 21:09:00,86,Air Traffic Control,14019.6,Cloudy,2,7,1
VN1013,VN,SGN,DFW,2025-11-02 07:18:00,2025-11-02 07:18:00,2025-11-03 12:46:00,2025-11-03 12:47:00,0,,14137.1,Cloudy,6,11,0
WN576,WN,SFO,ORD,2025-09-06 10:41:00,2025-09-06 10:57:00,2025-09-06 15:44:00,2025-09-06 16:00:00,16,Carrier Delay,2397.4,Snow,5,9,1
F91483,F9,DAD,ORD,2025-07-16 20:05:00,2025-07-16 20:06:00,2025-07-18 00:25:00,2025-07-18 00:23:00,1,,13649.1,Cloudy,2,7,0
F98302,F9,DAD,SGN,2025-09-29 19:41:00,2025-09-29 19:47:00,2025-09-29 20:41:00,2025-09-29 20:48:00,6,,376.0,Clear,0,9,0
B62230,B6,JFK,MIA,2025-05-30 16:09:00,2025-05-30 16:11:00,2025-05-30 18:31:00,2025-05-30 18:31:00,2,,1118.5,Clear,4,5,0
UA9475,UA,SGN,HAN,2025-12-25 23:14:00,2025-12-25 23:14:00,2025-12-26 00:38:00,2025-12-26 00:37:00,0,,720.1,Clear,3,12,0
NK810,NK,MIA,ORD,2025-07-16 11:16:00,2025-07-16 11:16:00,2025-07-16 13:41:00,2025-07-16 13:44:00,0,,1233.9,Clear,2,7,0
AA8617,AA,MIA,DFW,2025-05-11 21:54:00,2025-05-11 21:54:00,2025-05-12 00:40:00,2025-05-12 00:44:00,0,,1255.6,Cloudy,6,5,0
AA8616,AA,BOS,MIA,2025-07-21 09:07:00,2025-07-21 09:07:00,2025-07-21 12:00:00,2025-07-21 12:01:00,0,,1310.3,Clear,0,7,0
DL9300,DL,DFW,SGN,2025-12-20 13:21:00,2025-12-20 13:28:00,2025-12-21 18:58:00,2025-12-21 19:09:00,7,,14137.1,Rain,5,12,0
VN943,VN,DAD,JFK,2025-05-06 07:11:00,2025-05-06 07:11:00,2025-05-07 09:43:00,2025-05-07 09:48:00,0,,12670.6,Cloudy,1,5,0
F9646,F9,SFO,BOS,2025-04-07 17:13:00,2025-04-07 17:13:00,2025-04-08 00:34:00,2025-04-08 00:37:00,0,,3559.6,Cloudy,0,4,0
F9870,F9,DAD,DEN,2025-11-08 21:23:00,2025-11-08 21:30:00,2025-11-10 04:03:00,2025-11-10 04:08:00,7,,14779.9,Snow,5,11,0
AS7094,AS,ATL,DEN,2025-03-21 15:16:00,2025-03-21 15:16:00,2025-03-21 18:10:00,2025-03-21 18:08:00,0,,1461.3,Clear,4,3,0
VN7384,VN,DEN,SEA,2025-07-18 08:33:00,2025-07-18 08:33:00,2025-07-18 11:19:00,2025-07-18 11:16:00,0,,1324.8,Cloudy,4,7,0
VN544,VN,BOS,SEA,2025-07-22 17:15:00,2025-07-22 17:15:00,2025-07-23 00:49:00,2025-07-23 00:50:00,0,,3557.0,Cloudy,1,7,0
VN8260,VN,DAD,SGN,2025-06-27 07:23:00,2025-06-27 07:23:00,2025-06-27 08:23:00,2025-06-27 08:18:00,0,,376.0,Clear,4,6,0
WN8569,WN,DFW,HAN,2025-02-04 23:50:00,2025-02-05 00:07:00,2025-02-06 05:09:00,2025-02-06 05:31:00,17,Weather,14019.6,Rain,1,2,1
F98576,F9,DEN,MIA,2025-06-19 20:55:00,2025-06-19 21:12:00,2025-06-20 00:58:00,2025-06-20 01:15:00,17,Carrier Delay,1942.3,Cloudy,3,6,1
UA6756,UA,MIA,ATL,2025-03-16 08:16:00,2025-03-16 08:16:00,2025-03-16 09:32:00,2025-03-16 09:36:00,0,,612.1,Snow,6,3,0
VJ2481,VJ,DEN,BOS,2025-06-11 10:47:00,2025-06-11 10:47:00,2025-06-11 15:34:00,2025-06-11 15:32:00,0,,2329.3,Rain,2,6,0
AS5939,AS,ATL,DFW,2025-09-02 21:27:00,2025-09-02 21:29:00,2025-09-02 23:17:00,2025-09-02 23:21:00,2,,871.8,Rain,1,9,0
DL2308,DL,JFK,SGN,2025-07-12 06:28:00,2025-07-12 06:28:00,2025-07-13 08:44:00,2025-07-13 08:41:00,0,,12618.6,Clear,5,7,0
WN6935,WN,SEA,DEN,2025-06-06 16:03:00,2025-06-06 16:03:00,2025-06-06 18:48:00,2025-06-06 18:49:00,0,,1324.8,Cloudy,4,6,0
AA4729,AA,ATL,ORD,2025-12-23 18:45:00,2025-12-23 19:08:00,2025-12-23 20:00:00,2025-12-23 20:18:00,23,National Aviation System,623.1,Rain,1,12,1
UA2274,UA,ATL,BOS,2025-11-18 07:43:00,2025-11-18 07:47:00,2025-11-18 10:08:00,2025-11-18 10:08:00,4,,1104.4,Clear,1,11,0
AS8004,AS,SEA,DFW,2025-10-09 08:40:00,2025-10-09 08:40:00,2025-10-09 12:53:00,2025-10-09 12:52:00,0,,2011.9,Clear,3,10,0
AS338,AS,SGN,HAN,2025-11-04 23:11:00,2025-11-04 23:11:00,2025-11-05 00:42:00,2025-11-05 00:47:00,0,,720.1,Snow,1,11,0
NK1415,NK,JFK,LAX,2025-05-26 18:57:00,2025-05-26 18:59:00,2025-05-27 01:32:00,2025-05-27 01:29:00,2,,3114.0,Clear,0,5,0
DL1614,DL,MIA,DFW,2025-07-27 18:41:00,2025-07-27 19:15:00,2025-07-27 21:24:00,2025-07-27 22:00:00,34,Weather,1255.6,Cloudy,6,7,1
F95614,F9,MIA,DFW,2025-11-30 08:45:00,2025-11-30 08:45:00,2025-11-30 11:24:00,2025-11-30 11:19:00,0,,1255.6,Clear,6,11,0
AS7626,AS,DFW,ATL,2025-06-04 13:29:00,2025-06-04 13:29:00,2025-06-04 15:09:00,2025-06-04 15:10:00,0,,871.8,Fog,2,6,0
F95942,F9,SGN,JFK,2025-07-02 12:50:00,2025-07-02 12:51:00,2025-07-03 15:09:00,2025-07-03 15:06:00,1,,12618.6,Clear,2,7,0
VJ8490,VJ,JFK,MIA,2025-06-26 14:30:00,2025-06-26 14:30:00,2025-06-26 16:47:00,2025-06-26 16:45:00,0,,1118.5,Rain,3,6,0
VJ4495,VJ,ATL,HAN,2025-07-04 05:54:00,2025-07-04 06:25:00,2025-07-05 09:21:00,2025-07-05 09:55:00,31,Carrier Delay,13154.1,Cloudy,4,7,1
VJ7751,VJ,DFW,BOS,2025-03-11 16:37:00,2025-03-11 16:38:00,2025-03-11 20:31:00,2025-03-11 20:33:00,1,,1911.2,Clear,1,3,0
UA7757,UA,DEN,HAN,2025-07-11 07:38:00,2025-07-11 07:40:00,2025-07-12 13:55:00,2025-07-12 14:00:00,2,,14580.0,Cloudy,4,7,0
WN1990,WN,HAN,DAD,2025-09-11 07:53:00,2025-09-11 07:55:00,2025-09-11 08:53:00,2025-09-11 08:57:00,2,,393.5,Cloudy,3,9,0
NK8283,NK,SFO,ATL,2025-02-18 09:07:00,2025-02-18 09:07:00,2025-02-18 14:45:00,2025-02-18 14:49:00,0,,2633.0,Cloudy,1,2,0
AA1852,AA,JFK,MIA,2025-04-06 13:39:00,2025-04-06 14:17:00,2025-04-06 16:02:00,2025-04-06 16:40:00,38,Carrier Delay,1118.5,Fog,6,4,1
DL1193,DL,ATL,LAX,2025-05-20 18:52:00,2025-05-20 18:54:00,2025-05-20 23:44:00,2025-05-20 23:45:00,2,,2344.7,Clear,1,5,0
VN2124,VN,DFW,SFO,2025-07-01 18:10:00,2025-07-01 18:10:00,2025-07-01 21:55:00,2025-07-01 21:58:00,0,,1778.5,Cloudy,1,7,0
DL4601,DL,MIA,SGN,2025-12-22 16:38:00,2025-12-22 17:49:00,2025-12-23 19:39:00,2025-12-23 20:48:00,71,Carrier Delay,12940.1,Clear,0,12,1
AS1991,AS,LAX,ORD,2025-02-27 17:53:00,2025-02-27 18:09:00,2025-02-27 22:22:00,2025-02-27 22:40:00,16,Air Traffic Control,2176.3,Snow,3,2,1
VN5843,VN,MIA,SEA,2025-07-27 08:58:00,2025-07-27 09:38:00,2025-07-27 15:49:00,2025-07-27 16:33:00,40,Carrier Delay,3261.8,Rain,6,7,1
AA8573,AA,DFW,MIA,2025-11-26 10:09:00,2025-11-26 10:18:00,2025-11-26 12:53:00,2025-11-26 13:03:00,9,,1255.6,Clear,2,11,0
AA7923,AA,ATL,SFO,2025-10-13 21:20:00,2025-10-13 21:45:00,2025-10-14 02:53:00,2025-10-14 03:23:00,25,National Aviation System,2633.0,Rain,0,10,1
F96454,F9,SFO,DEN,2025-08-14 11:48:00,2025-08-14 11:48:00,2025-08-14 14:22:00,2025-08-14 14:17:00,0,,1231.4,Clear,3,8,0
VN3805,VN,DEN,ATL,2025-09-06 11:54:00,2025-09-06 11:54:00,2025-09-06 14:57:00,2025-09-06 14:57:00,0,,1461.3,Cloudy,5,9,0
UA7044,UA,SGN,DEN,2025-07-24 22:48:00,2025-07-24 22:48:00,2025-07-26 05:28:00,2025-07-26 05:28:00,0,,14718.5,Snow,3,7,0
F98219,F9,HAN,DEN,2025-10-23 20:00:00,2025-10-23 22:13:00,2025-10-25 02:21:00,2025-10-25 04:38:00,133,Late Aircraft,14580.0,Fog,3,10,1
B68823,B6,ORD,DEN,2025-09-28 17:20:00,2025-09-28 17:20:00,2025-09-28 19:53:00,2025-09-28 19:58:00,0,,1166.1,Clear,6,9,0
VJ3925,VJ,ORD,DAD,2025-10-14 19:14:00,2025-10-14 19:47:00,2025-10-15 23:32:00,2025-10-16 00:07:00,33,National Aviation System,13649.1,Rain,1,10,1
NK8417,NK,DAD,ATL,2025-06-02 21:43:00,2025-06-02 22:54:00,2025-06-04 01:26:00,2025-06-04 02:39:00,71,Weather,13346.6,Clear,0,6,1
AA310,AA,LAX,HAN,2025-01-26 09:24:00,2025-01-26 09:25:00,2025-01-27 17:42:00,2025-01-27 17:48:00,1,,15495.7,Snow,6,1,0
F95149,F9,MIA,ORD,2025-01-05 10:47:00,2025-01-05 11:23:00,2025-01-05 13:11:00,2025-01-05 13:44:00,36,Air Traffic Control,1233.9,Snow,6,1,1
F9419,F9,SFO,DFW,2025-05-23 19:26:00,2025-05-23 20:35:00,2025-05-23 23:10:00,2025-05-24 00:23:00,69,Security,1778.5,Clear,4,5,1
DL5637,DL,JFK,ORD,2025-04-08 19:23:00,2025-04-08 20:22:00,2025-04-08 21:20:00,2025-04-08 22:17:00,59,National Aviation System,979.2,Snow,1,4,1
AS8325,AS,BOS,MIA,2025-07-29 08:39:00,2025-07-29 08:39:00,2025-07-29 11:17:00,2025-07-29 11:18:00,0,,1310.3,Clear,1,7,0
F96437,F9,BOS,LAX,2025-05-01 21:58:00,2025-05-01 21:58:00,2025-05-02 04:54:00,2025-05-02 04:54:00,0,,3321.7,Cloudy,3,5,0
WN7440,WN,SEA,DFW,2025-09-16 15:16:00,2025-09-16 15:16:00,2025-09-16 19:33:00,2025-09-16 19:29:00,0,,2011.9,Clear,1,9,0
NK2060,NK,DFW,SFO,2025-07-27 11:14:00,2025-07-27 11:21:00,2025-07-27 14:56:00,2025-07-27 15:04:00,7,,1778.5,Fog,6,7,0
AA510,AA,ORD,LAX,2025-06-08 19:28:00,2025-06-08 20:43:00,2025-06-09 00:00:00,2025-06-09 01:16:00,75,National Aviation System,2176.3,Rain,6,6,1
B69817,B6,DEN,DFW,2025-05-15 21:03:00,2025-05-15 21:03:00,2025-05-15 22:24:00,2025-05-15 22:21:00,0,,712.6,Clear,3,5,0
AA9058,AA,SGN,LAX,2025-09-15 05:20:00,2025-09-15 05:20:00,2025-09-16 13:42:00,2025-09-16 13:44:00,0,,15610.9,Cloudy,0,9,0
WN7110,WN,SGN,DAD,2025-07-20 16:02:00,2025-07-20 16:29:00,2025-07-20 17:02:00,2025-07-20 17:24:00,27,National Aviation System,376.0,Rain,6,7,1
AA1754,AA,DEN,ATL,2025-11-15 13:17:00,2025-11-15 13:17:00,2025-11-15 16:21:00,2025-11-15 16:17:00,0,,1461.3,Clear,5,11,0
VN1249,VN,ORD,LAX,2025-04-24 12:05:00,2025-04-24 12:07:00,2025-04-24 16:35:00,2025-04-24 16:42:00,2,,2176.3,Fog,3,4,0
VJ497,VJ,ATL,JFK,2025-01-11 19:19:00,2025-01-11 20:21:00,2025-01-11 21:03:00,2025-01-11 22:05:00,62,Late Aircraft,879.4,Snow,5,1,1
UA6897,UA,SEA,LAX,2025-11-16 13:43:00,2025-11-16 13:54:00,2025-11-16 15:38:00,2025-11-16 15:53:00,11,,970.1,Clear,6,11,0
DL9147,DL,SFO,DEN,2025-08-24 07:58:00,2025-08-24 09:06:00,2025-08-24 10:34:00,2025-08-24 11:37:00,68,Late Aircraft,1231.4,Clear,6,8,1
DL1198,DL,HAN,JFK,2025-09-01 16:46:00,2025-09-01 16:47:00,2025-09-02 18:39:00,2025-09-02 18:45:00,1,,12463.6,Clear,0,9,0
